Pseudo ID,ZIPCODE,gender,Age,S1,S2,S3,S4,Academic Level
045ca3a2f0,37701,female,20 < Age ≤ 30,14,18,16,10,L1
203f9d1e21,83456,female,20 < Age ≤ 30,14,16,20,18,M2
2ee0aa6cec,95027,female,20 < Age ≤ 30,10,15,17,19,L1
eb1a6dc861,47139,female,20 < Age ≤ 30,15,17,12,15,M1
3a34539976,18172,female,20 < Age ≤ 30,17,10,10,16,L2
4f2f286b30,9742,female,20 < Age ≤ 30,12,17,18,13,M1
1b92f9ffc6,30642,female,20 < Age ≤ 30,14,18,13,17,L2
d20eeb139e,79283,female,20 < Age ≤ 30,11,14,14,16,L2
0e8da1f495,56847,female,20 < Age ≤ 30,7,11,9,18,L1
5e91c76655,7499,female,20 < Age ≤ 30,10,15,17,9,M1
f0127b2759,59075,female,20 < Age ≤ 30,18,11,12,10,M2
1a12a80e4e,38699,female,20 < Age ≤ 30,14,18,7,17,L2
883272d1e2,2887,female,20 < Age ≤ 30,10,8,17,19,L3
e6dccf36db,31479,female,20 < Age ≤ 30,18,20,19,9,L1
e33a2af7b3,15718,female,20 < Age ≤ 30,7,11,11,17,M1
10363c9ae2,11090,female,20 < Age ≤ 30,15,20,13,13,L1
b992454454,75476,female,20 < Age ≤ 30,15,7,7,15,L2
2b3fa10f99,30902,female,20 < Age ≤ 30,10,18,13,10,L3
e52e2e5b6f,52220,female,20 < Age ≤ 30,18,8,17,13,L1
e55b7d2d91,90066,female,20 < Age ≤ 30,9,14,8,14,L2
9fe131bca6,49682,female,20 < Age ≤ 30,8,14,18,8,L3
35c11b8a44,60339,female,20 < Age ≤ 30,9,20,18,17,L2
22871099ea,338,female,20 < Age ≤ 30,9,15,18,7,M2
50d68db07d,17326,female,20 < Age ≤ 30,8,7,18,7,M2
92cdcdb865,38065,female,20 < Age ≤ 30,18,8,16,9,M1
cae59409b6,21059,female,20 < Age ≤ 30,11,13,16,12,M1
25b770a7a3,13294,female,20 < Age ≤ 30,7,15,17,11,M2
ec2a25984c,67385,female,20 < Age ≤ 30,15,20,20,15,L1
807e64f84e,24942,female,20 < Age ≤ 30,16,17,11,15,L1
acc32d0808,80037,female,20 < Age ≤ 30,16,15,18,14,L3
0e2e5b6698,52736,female,20 < Age ≤ 30,15,19,8,9,M1
4dc8b6d566,39376,female,20 < Age ≤ 30,10,12,8,11,L1
e72beb9fe6,77337,female,20 < Age ≤ 30,11,15,19,19,L2
2a5ac7b8e5,26663,female,20 < Age ≤ 30,13,14,16,17,L1
486aded782,73318,female,20 < Age ≤ 30,10,7,16,19,M2
0b7fa52a1c,45190,female,20 < Age ≤ 30,9,17,8,20,L3
d31bf949a6,82516,female,20 < Age ≤ 30,12,7,8,8,L1
92f5e81f21,99437,female,20 < Age ≤ 30,20,8,18,10,M2
a89a19c09b,9604,female,20 < Age ≤ 30,17,9,12,19,L1
4e0ccdcf05,55685,female,20 < Age ≤ 30,9,18,13,20,M2
38a5c9b9e3,97533,female,20 < Age ≤ 30,14,17,10,12,M1
597cbbeb1d,74404,female,20 < Age ≤ 30,9,13,7,18,L2
01a9080b23,25284,female,20 < Age ≤ 30,14,17,20,14,L3
5edd817cf1,17629,female,20 < Age ≤ 30,11,17,20,16,L1
4cf349fadd,98236,female,20 < Age ≤ 30,13,8,17,20,L1
478d594541,86351,female,20 < Age ≤ 30,15,12,17,12,L3
7bc4aa9bf4,83584,female,20 < Age ≤ 30,9,14,7,19,L1
ee66f1395c,2020,female,20 < Age ≤ 30,9,16,20,19,M1
3511b8b23f,72318,female,20 < Age ≤ 30,20,9,15,11,L2
45f4802e1b,53414,female,20 < Age ≤ 30,10,13,14,7,L3
caa18075c6,9695,female,20 < Age ≤ 30,14,7,18,9,L1
5195ff4d4f,78010,female,20 < Age ≤ 30,19,17,19,16,L3
8ce8733796,55692,female,20 < Age ≤ 30,18,12,8,8,L2
8744f90716,40156,female,20 < Age ≤ 30,15,13,8,8,M2
6e8849e886,701,female,20 < Age ≤ 30,19,17,17,19,M1
16fab23a00,59766,female,20 < Age ≤ 30,16,12,17,10,L2
471e78e576,27525,female,20 < Age ≤ 30,12,16,16,18,L2
073ee3fdbe,66570,female,20 < Age ≤ 30,8,17,8,15,L3
0da2e62d0d,69714,female,20 < Age ≤ 30,7,10,19,15,L2
8e1893f3a2,71866,female,20 < Age ≤ 30,19,9,20,10,M1
622bb23943,88430,female,20 < Age ≤ 30,20,8,13,7,L3
5361b01b5c,94584,female,20 < Age ≤ 30,9,12,15,16,L2
8b4b16f456,45562,female,20 < Age ≤ 30,20,8,13,13,L1
740ae5f777,1229,female,20 < Age ≤ 30,16,17,11,15,L2
be3311f25e,351,female,20 < Age ≤ 30,7,13,13,7,L3
6c6159dbc8,47709,female,20 < Age ≤ 30,7,16,8,11,L1
6d7053bcef,8473,female,20 < Age ≤ 30,18,8,10,8,L3
6c1f1105bf,14730,female,20 < Age ≤ 30,11,7,10,18,M2
6abc3cc89a,69728,female,20 < Age ≤ 30,17,15,20,12,L2
eef2b27c12,27526,female,20 < Age ≤ 30,14,7,7,7,M2
45c7b5a96e,18250,female,20 < Age ≤ 30,19,13,13,13,M2
4c66b9af53,62668,female,20 < Age ≤ 30,19,13,17,17,M2
e3dd495913,73717,female,20 < Age ≤ 30,14,19,10,14,M1
ec66c4e1a3,46799,female,20 < Age ≤ 30,14,11,17,12,M2
ed1fa46099,23888,female,20 < Age ≤ 30,17,15,8,10,L2
75b6a19697,43367,female,20 < Age ≤ 30,11,15,20,8,M1
6f83048f5b,98007,female,20 < Age ≤ 30,16,9,13,12,L2
0932d82780,71177,female,20 < Age ≤ 30,13,11,16,8,L1
4a1ae6005f,16027,female,20 < Age ≤ 30,12,7,7,14,M1
b5a843b42b,94090,female,20 < Age ≤ 30,17,14,10,8,L1
acdd5a64cd,37703,female,20 < Age ≤ 30,19,15,7,12,M2
4f5a3118ed,2595,female,20 < Age ≤ 30,13,15,7,16,M2
2358a38f32,15259,female,20 < Age ≤ 30,8,20,14,20,L2
42d21c37b7,76999,female,20 < Age ≤ 30,17,11,20,19,M2
5c512de20d,93477,female,20 < Age ≤ 30,8,7,8,8,L2
c44f850d3c,80855,female,20 < Age ≤ 30,20,11,11,20,L3
36d4392e5b,53300,female,20 < Age ≤ 30,8,8,18,13,M1
6a1997504a,71146,female,20 < Age ≤ 30,19,16,17,14,L1
769f596796,68553,female,20 < Age ≤ 30,16,17,19,10,L1
48b707b0ce,82145,female,20 < Age ≤ 30,12,17,8,17,L1
44019d3640,7551,female,20 < Age ≤ 30,14,16,15,11,L1
ed078eff41,28536,female,20 < Age ≤ 30,12,14,9,10,L1
2db68b73bc,64038,female,20 < Age ≤ 30,19,9,7,10,L3
4e80060301,18097,female,20 < Age ≤ 30,18,13,12,17,L3
72f15ef7e7,59238,female,20 < Age ≤ 30,11,18,20,7,L1
deeeed3b34,37417,female,20 < Age ≤ 30,20,11,8,19,L2
71da738d81,2006,female,20 < Age ≤ 30,20,11,11,8,M1
68990e58b7,20652,female,20 < Age ≤ 30,11,17,16,12,M1
153503cfbf,59277,female,20 < Age ≤ 30,18,14,20,16,L2
6b3f4c7c6c,33817,female,20 < Age ≤ 30,20,13,7,16,M1
aa1358d264,31563,female,20 < Age ≤ 30,15,8,11,17,L2
370c28789c,703,female,20 < Age ≤ 30,16,10,18,8,L1
8d5193c246,16319,female,20 < Age ≤ 30,9,9,10,13,M2
dd44afe7f6,95282,female,20 < Age ≤ 30,13,17,19,13,L1
bb5cd2d86c,7862,female,20 < Age ≤ 30,8,15,15,11,M2
a2a597a4c1,85845,female,20 < Age ≤ 30,12,9,17,17,L1
2ef13b099b,45264,female,20 < Age ≤ 30,14,15,13,15,L3
a5df75c8ef,41254,female,20 < Age ≤ 30,18,13,19,20,L3
8f0b4434e7,213,female,20 < Age ≤ 30,19,18,11,14,M1
700b68b209,4534,female,Age ≤ 20,19,14,7,19,L3
8e59669aad,8010,female,Age ≤ 20,16,11,13,11,L2
064a420448,43739,female,Age ≤ 20,19,9,7,10,M1
373101262c,9817,female,Age ≤ 20,12,18,11,14,L1
e7b91ede38,8866,female,Age ≤ 20,16,8,17,15,L1
d631edd398,53360,female,Age ≤ 20,16,10,11,10,L1
27b6f10ac9,9407,female,Age ≤ 20,8,16,18,20,L3
faac273d57,97175,female,Age ≤ 20,7,14,13,18,M2
053a96df69,38935,female,Age ≤ 20,11,15,17,14,M1
0918e35a9a,35861,female,Age ≤ 20,9,8,9,15,L2
6a2cdaf966,21658,female,Age ≤ 20,18,19,13,11,M1
9be0b9c4f2,59554,female,Age ≤ 20,14,18,10,9,M2
a33d5c6421,46424,female,Age ≤ 20,13,15,19,8,M1
7f6bf147ed,21446,female,Age ≤ 20,20,15,15,14,L1
287a0fc9c5,46645,female,Age ≤ 20,18,8,8,12,L2
c1f9b08b93,68088,female,Age ≤ 20,15,19,20,9,L3
32791ba422,60854,female,Age ≤ 20,19,17,19,10,M1
bb67629f12,4521,female,Age ≤ 20,8,18,17,15,L1
77440cf2bf,36077,female,Age ≤ 20,8,16,19,7,L1
d8b15c36f1,11691,female,Age ≤ 20,11,9,12,7,M1
7e5e214deb,3040,female,Age ≤ 20,7,19,13,19,L2
86ac1876d6,47335,female,Age ≤ 20,13,17,9,14,M2
3a7d89072a,69675,female,Age ≤ 20,20,7,8,13,L1
9e7f0af64f,64629,female,Age ≤ 20,10,13,7,13,L1
98e5e5ca1f,92491,female,Age ≤ 20,12,9,16,9,L2
38e4b02e93,81043,female,Age ≤ 20,14,13,12,17,M2
a5393e09bb,19150,female,Age ≤ 20,7,12,19,20,L2
e7ad8a56d6,18890,female,Age ≤ 20,12,16,19,10,M2
835e3ca848,31584,female,Age ≤ 20,12,13,18,8,L2
90dd7de361,80921,female,Age ≤ 20,14,17,8,11,M1
305e573a5e,74595,female,Age ≤ 20,8,9,10,7,M2
fd38bb1dd3,13164,female,Age ≤ 20,17,11,14,12,L3
d25fb949fd,51534,female,Age ≤ 20,18,19,7,8,M2
ad0a01b6cd,48102,female,Age ≤ 20,10,16,10,20,M2
5052c53f1e,88526,female,Age ≤ 20,15,8,7,19,M1
51ad994a47,60754,female,Age ≤ 20,7,18,16,19,M2
7eecbc14b9,16828,female,Age ≤ 20,18,8,9,12,L2
321b339b32,52258,female,Age ≤ 20,17,15,13,14,M1
f1de3ed5ff,24831,female,Age ≤ 20,16,17,7,20,M2
e9ea563124,51937,female,Age ≤ 20,9,14,13,11,L3
e2fe0f8793,35172,female,Age ≤ 20,18,14,9,10,L1
887a5eed26,2071,female,Age ≤ 20,10,9,15,14,L3
1ab133dbcb,21948,female,Age ≤ 20,12,20,7,7,M1
3a14ee9b1a,70464,female,Age ≤ 20,11,18,13,18,L1
2fa6d7ffbf,59,female,Age ≤ 20,11,19,10,10,L2
ecfa08b1bd,12892,female,Age ≤ 20,14,9,19,12,L2
72be8fa76f,63522,female,Age ≤ 20,11,16,18,12,L1
e8163e9f5a,60509,female,Age ≤ 20,12,9,12,14,M2
a35f486911,95531,female,Age ≤ 20,8,16,14,18,L3
b5e8a9e7e2,46766,female,Age ≤ 20,11,18,14,13,L3
9dc4678d4d,57276,female,Age ≤ 20,15,20,9,9,L1
804b02db70,62104,female,Age ≤ 20,20,20,8,10,M2
70a1ba2646,64088,female,Age ≤ 20,16,7,9,20,L1
97047c25d5,86073,female,Age ≤ 20,11,19,7,11,M1
4caec20452,19575,female,Age ≤ 20,9,18,16,19,L1
10e3107f95,44117,female,Age ≤ 20,16,11,17,9,L3
5524eb3b9b,3355,female,Age ≤ 20,9,14,7,12,M1
df5778f533,77937,female,Age ≤ 20,20,17,11,14,M1
ed252f269c,86597,female,Age ≤ 20,13,16,16,20,M2
ce10d0328b,44664,female,Age ≤ 20,7,7,18,16,M1
6dc7704e11,41796,female,Age ≤ 20,9,7,18,12,M2
1a27b7a802,83348,female,Age ≤ 20,19,7,16,20,L1
f43ab7dc44,23282,female,Age ≤ 20,10,11,10,19,M1
580af82ed3,65656,female,Age ≤ 20,13,19,7,9,M2
3293444219,36503,female,Age ≤ 20,13,17,9,7,L3
e7e24bea80,86121,female,Age ≤ 20,19,13,18,11,L3
409920b48b,95816,female,Age ≤ 20,12,19,17,15,L3
685f52e10f,89158,female,Age ≤ 20,19,7,20,13,L1
32886ca0f0,15821,female,Age ≤ 20,7,12,8,8,M2
27bebed47b,7210,female,Age ≤ 20,17,17,10,19,L1
fc3eac363d,99156,female,Age ≤ 20,15,7,8,16,M1
d339763e00,54847,female,Age ≤ 20,20,15,10,13,M1
48d3347f29,47437,female,Age ≤ 20,17,16,15,10,L1
4a91428e26,3485,female,Age ≤ 20,8,20,14,19,L1
0ccd55ece3,70639,female,Age ≤ 20,17,13,17,17,M2
cb674b8356,3642,female,Age ≤ 20,11,18,10,13,L3
45bba9a2bf,2671,female,Age ≤ 20,14,7,10,14,M1
03fb79243b,60796,female,Age ≤ 20,11,11,12,14,L1
76feaf630e,70650,female,Age ≤ 20,15,19,7,19,L3
66bc0ecce3,19535,female,Age ≤ 20,13,7,9,14,L3
280244d328,48517,female,Age ≤ 20,17,20,18,20,L1
9256ea3292,95466,female,Age ≤ 20,9,18,9,15,L2
5ec9addabd,29729,female,Age ≤ 20,9,12,7,18,L3
180732be92,4164,female,Age ≤ 20,15,20,17,7,M2
ceee6c54ac,9458,female,Age ≤ 20,16,7,12,19,L1
5d4c562f60,79885,female,Age ≤ 20,18,18,9,15,L2
26ca7e8862,85888,female,Age ≤ 20,16,17,14,9,L3
37f9cdc038,69747,female,Age ≤ 20,14,11,17,9,L1
403447c92c,21359,female,Age ≤ 20,12,10,13,17,L1
e84529e822,16169,female,Age ≤ 20,8,14,14,12,M1
60edd2bc38,8889,female,Age ≤ 20,18,10,13,13,M2
769302b393,85191,female,Age ≤ 20,11,16,13,20,M2
e08eea29b7,45610,female,Age ≤ 20,11,14,15,11,L1
ac0b6c094c,83610,female,Age ≤ 20,11,9,16,13,M2
f7617e434e,15613,female,Age ≤ 20,20,8,17,15,L3
2f21bf16c6,755,female,Age ≤ 20,20,18,8,14,L3
cf4a71d716,18509,female,Age ≤ 20,18,19,14,17,L3
fab8d6c640,44292,female,Age ≤ 20,17,8,8,8,L1
9753577b46,38714,female,Age ≤ 20,18,20,12,18,L1
5e1a1f366e,25627,female,Age ≤ 20,8,19,12,17,M2
8845278899,29836,female,Age ≤ 20,18,14,19,11,M1
e95007ac1f,7726,female,Age ≤ 20,12,19,9,20,M1
086c79f47c,41725,female,Age ≤ 20,14,9,12,20,M2
b4a9f2368b,35618,female,Age ≤ 20,20,11,16,15,L3
7439e3fd83,46423,female,Age ≤ 20,13,16,12,14,L1
